Nation,Gold,Silver,Bronze,Total
Japan,5,1,1,7
Russia,4,0,4,8
United States,3,2,4,9
Cuba,2,0,1,3
Iran,1,1,2,4
Ukraine,1,1,2,4
Hungary,1,1,0,2
Germany,1,0,2,3
China,0,2,2,4
Belarus,0,2,1,3
Kyrgyzstan,0,2,1,3
Georgia,0,2,0,2
Azerbaijan,0,1,2,3
India,0,1,1,2
Armenia,0,1,0,1
Nigeria,0,1,0,1
Turkey,0,0,3,3
Bulgaria,0,0,2,2
Egypt,0,0,1,1
Italy,0,0,1,1
Kazakhstan,0,0,1,1
Mongolia,0,0,1,1
Poland,0,0,1,1
San Marino,0,0,1,1
Serbia,0,0,1,1
Uzbekistan,0,0,1,1
Totals,18,18,36,72
