Nation,Gold,Silver,Bronze,Total
Bohemia,0.005194968387079706,0.0531541520605491,0.005194968387079706,0.06354408883470851
Botswana,0.005194968387079706,0.0531541520605491,0.005194968387079706,0.06354408883470851
Guatemala,0.005194968387079706,0.0531541520605491,0.005194968387079706,0.06354408883470851
Haiti,0.005194968387079706,0.0531541520605491,0.005194968387079706,0.06354408883470851
Iran,0.005194968387079706,0.0531541520605491,0.005194968387079706,0.06354408883470851
Ivory Coast,0.005194968387079706,0.0531541520605491,0.005194968387079706,0.06354408883470851
Saudi Arabia,0.005194968387079706,0.0531541520605491,0.005194968387079706,0.06354408883470851
Senegal,0.005194968387079706,0.0531541520605491,0.005194968387079706,0.06354408883470851
Sudan,0.005194968387079706,0.0531541520605491,0.005194968387079706,0.06354408883470851
Zambia,0.005194968387079706,0.0531541520605491,0.005194968387079706,0.06354408883470851
Turkey,0.00587616729716145,0.00587616729716145,0.14975371831756962,0.16150605291189252
British West Indies,0.005535567842120578,0.005535567842120578,0.10145393518905936,0.11252507087330052
Philippines,0.005535567842120578,0.005535567842120578,0.10145393518905936,0.11252507087330052
Australasia,0.005194968387079706,0.005194968387079706,0.0531541520605491,0.06354408883470851
Barbados,0.005194968387079706,0.005194968387079706,0.0531541520605491,0.06354408883470851
Djibouti,0.005194968387079706,0.005194968387079706,0.0531541520605491,0.06354408883470851
Eritrea,0.005194968387079706,0.005194968387079706,0.0531541520605491,0.06354408883470851
Puerto Rico,0.005194968387079706,0.005194968387079706,0.0531541520605491,0.06354408883470851
Serbia,0.005194968387079706,0.005194968387079706,0.0531541520605491,0.06354408883470851
Totals,48.00485436893204,48.00485436893204,48.00485436893204,144.01456310679612
